Import and Export Custom SEO Redirects,Benutzerdefinierte SEO-Weiterleitungen importieren und exportieren
The custom redirects has been imported.,Die benutzerdefinierten Weiterleitungen wurden importiert.
Invalid file upload attempt,Ungültiger Versuch zum Hochladen der Datei
Custom Redirects,Benutzerdefinierte Weiterleitungen
Please correct the sent data.,Bitte korrigieren Sie die übermittelten Daten.
Something went wrong while saving the redirect.,Beim Speichern der Weiterleitung ist ein Fehler aufgetreten.
Request and target entities(URLs) can't be identical!,Angeforderte und Ziel-Entitäten (URLs) können nicht identisch sein!
It is impossible to save redirect for %storeName Store,"Es ist unmöglich, die Weiterleitung für den Store %storeName zu speichern."
The redirect for %storeName Store has been saved.,Die Weiterleitung für den Store %storeName wurde gespeichert.
category,Kategorie
product,Produkt
CMS page,CMS-Seite
Landing page,Landing Page
"Note. For ""%storeName"" Store the input Request Path (%requestPath) is identical to url key of product (ID#%productId) and more priority than it","Hinweis. Für den Store ""%storeName"" ist der Eingabepfad (%requestPath) identisch mit dem URL-Schlüssel des Produkts (ID#%productId) und hat eine höhere Priorität als dieses"
Redirects for Deleted Products,Weiterleitungen für gelöschte Produkte
Request Entity Type,Entitätsanfrage-Typ
Request Entity Identifier,Entitätskennung der Anfrage
Target Entity Type,Zielentitätstyp
Target Entity Identifier,Zielentitätskennung
Redirect Type,Weiterleitungs-Typ
Store ID,Store-ID
Created,Erstellt
Updated,Aktualisiert
Is Autogenerated,Ist automatisch generiert
Is Imported,Ist importiert
Enable,Aktivieren
Missed Request Entity Type in line %1,Fehlender Entitätsanfrage-Typ in Zeile %1
Invalid Request Entity Type code in line %1,Ungültiger Entitätsanfrage-Typ-Code in Zeile %1
Missed Request URL in line %1,Fehlende Anfrage-URL in Zeile %1
"The requested identifier can't start from ""http"".","Die angeforderte Kennung darf nicht mit ""http"" beginnen."
Missed Target Entity Type in line %1,Fehlender Zielentitätstyp in Zeile %1
Invalid Target Entity Type code in line %1,Ungültiger Code des Zielentitätstyps in Zeile %1
Missed Target Entity Identifier in line %1,Fehlende Zielentitätskennung in Zeile %1
Request and target entities(URLs) can't be identical in line %1,Anfrage- und Ziel-URLs dürfen nicht in Zeile %1 identisch sein
Invalid Redirect Code in line %1,Ungültiger Weiterleitungscode in Zeile %1
Missed Store ID in line %1,Fehlende Store-ID in Zeile %1
"Duplicate row (Request Entity Type, Request Entity Identifier and Store ID combination) was found in line %1","Doppelte Zeile (Kombination aus Entitätsanfrage-Typ, Entitätskennung der Anfrage und Store-ID) wurde in Zeile %1 gefunden"
The requested store IDs are not found: %1.,Die angeforderten Store-IDs wurden nicht gefunden: %1.
"%1) [Store: %2, Request Identifier: %3]","%1) [Store: %2, Entitätskennung der Anfrage: %3]"
"Duplicated redirects were detected (Request Entity Type together with Request Identifier must be unique both for the redirects with specific Store ID values and Store ID = ""0"" redirects): %1","Doppelte Weiterleitungen wurden erkannt (Entitätsanfrage-Typ zusammen mit Entitätskennung der Anfrage muss eindeutig sein, sowohl für Weiterleitungen mit spezifischen Store-ID-Werten als auch für Store-ID = ""0"" Weiterleitungen): %1"
  %1) [Redirect from %2 (%3) on store (ID:%4) is identical with existent redirect (ID:%5)] ,%1) [Weiterleitung von %2 (%3) im Store (ID:%4) ist mit vorhandener Weiterleitung (ID:%5) identisch]
"Some imported redirects are identical to the existent redirects:%1. Please, remove them from the import file.",Einige importierte Weiterleitungen sind identisch mit den vorhandenen Weiterleitungen:%1. Bitte entfernen Sie sie aus der Importdatei.
Invalid file upload attempt.,Ungültiger Versuch zum Hochladen der Datei.
Data for import not found,Daten für den Import nicht gefunden
"Invalid date format in line %1. There are valid date examples: ""2021-01-02"" or ""2020-04-02 20:38:59""","Ungültiges Datumsformat in Zeile %1. Gültige Datumsbeispiele: ""2021-01-02"" oder ""2020-04-02 20:38:59"""
Missed Target URL in line %1,Fehlende Ziel-URL in Zeile %1
Request and target URLs can't be identical - line %1,Anfrage- und Ziel-URLs dürfen nicht identisch sein - Zeile %1
Invalid redirect code in line %1,Ungültiger Weiterleitungscode in Zeile %1
Missed store code in line %1,Fehlender Store-Code in Zeile %1
Duplicate row (Request URL and Store Code combination) was found in line %1,Doppelte Zeile (Anfrage-URL und Store-Code-Kombination) wurde in Zeile %1 gefunden
The requested store code(s) is not found: %1.,Der angeforderte Store-Code/die angeforderten Store-Codes wurden nicht gefunden: %1.
"Duplicated redirects were detected (Request Identifier must be unique both for the redirects with specific Store ID values and Store ID = ""all"" redirects): %1","Doppelte Weiterleitungen wurden erkannt (Entitätskennung der Anfrage muss eindeutig sein, sowohl für Weiterleitungen mit spezifischen Store-ID-Werten als auch für Store-ID = ""alle"" Weiterleitungen): %1"
"  %1) [Store ID: %2, Request Identifier: %3, Redirect ID: %4]","%1) [Store-ID: %2, Entitätskennung der Anfrage: %3, Weiterleitungs-ID: %4]"
Could not save the redirect: %1,Die Weiterleitung konnte nicht gespeichert werden: %1
"Custom Redirect with id ""%1"" does not exist.","Benutzerdefinierte Weiterleitung mit ID ""%1"" existiert nicht."
Could not delete the redirect: %1,Die Weiterleitung konnte nicht gelöscht werden: %1
Root,Root
Disable,Deaktivieren
Product Category,Produktkategorie
Priority Category,Prioritätskategorie
Moved Permanently,Dauerhaft verschoben
Found,Gefunden
Custom URL,Benutzerdefinierte URL
Category,Kategorie
Page,Seite
Landing Page,Landing Page
Disabled,Deaktiviert
Enabled,Aktiviert
"Request Entity Type - %entityType (%identifier) for store ""%storeName"" already exists. Redirect wasn't saved","Entitätstyp der Anfrage - %entityType (%identifier) für Store ""%storeName"" existiert bereits. Die Weiterleitung wurde nicht gespeichert."
UNKNOWN CATEGORY,UNBEKANNTE KATEGORIE
All Store Views,Alle Store-Ansichten
Edit,Bearbeiten
Delete,Löschen
Delete Redirect,Weiterleitung löschen
Are you sure you want to delete the selected redirect?,"Sind Sie sicher, dass Sie die ausgewählte Weiterleitung löschen möchten?"
UNKNOWN PRODUCT,UNBEKANNTES PRODUKT
UNKNOWN PAGE,UNBEKANNTE SEITE
UNKNOWN LANDING PAGE,UNBEKANNTE LANDING PAGE
Import SEO Redirects,SEO-Weiterleitungen importieren
Import SEO Redirects (Simple Format),SEO-Weiterleitungen importieren (einfaches Format)
Download example CSV file,Beispiel-CSV-Datei herunterladen
Download,Herunterladen
Import SEO Redirects (Full Format),SEO-Weiterleitungen importieren (vollständiges Format)
Export SEO Redirects,SEO-Weiterleitungen exportieren
Export SEO Redirects (Full Format),SEO-Weiterleitungen exportieren (vollständiges Format)
Please select a file to import!,Bitte wählen Sie eine Datei zum Importieren aus!
SEO,SEO
SEO Redirects,SEO-Weiterleitungen
Enable ▾,Aktivieren ▾
Keep URLs For Removed Entities,URLs für entfernte Entitäten beibehalten
For Deleted Products,Für gelöschte Produkte
Default Redirect To,Standard-Weiterleitung zu
Days to Keep Redirects on the Website,"Tage, um Weiterleitungen auf der Website zu behalten"
A number of days to keep the redirects active. Can be set between 30 and 365 days.,"Eine Anzahl von Tagen, um die Weiterleitungen aktiv zu halten. Kann zwischen 30 und 365 Tagen eingestellt werden."
Product Redirect Priority,Priorität der Produktweiterleitung
Add New Redirect,Neue Weiterleitung hinzufügen
Delete items,Elemente löschen
Are you sure you want to delete selected redirects?,"Sind Sie sicher, dass Sie die ausgewählten Weiterleitungen löschen möchten?"
Product ID,Produkt-ID
Product Name,Produktname
Request Path,Anfragepfad
Product Category ID (Name),ID der Produktkategorie (Name)
Priority Category ID (Name),ID der Prioritätskategorie (Name)
Hits,Zugriffe
